file_name,transcript,label,sentence_type
0_0_d2484.wav,What do you think of the novel you just finished reading?,question,question
3_1_d2088.wav,Do I have to focus it?,question,verb_start
6_1_d1846.wav,And you'd look so cool!,inform,exclamation
3_1_d903.wav,I want to use these coupons. Have they expired?,question,question
2_0_d2459.wav,"Give me your water and electricity bills, please.",directive,verb_start
4_0_d1996.wav,It was that final sprint! You were great! Really!,inform,exclamation
9_0_d382.wav,"Here is four dollars, keep the change.",directive,statement
2_1_d1900.wav,"Yes, I am trying to find good movers now. Do you know any?",question,question
6_1_d313.wav,I've tried diets before but they've never worked.,commissive,statement
11_1_d69.wav,How are you going to get there?,question,question
8_0_d316.wav,I'll go down there as soon as I can!,inform,exclamation
0_1_d2414.wav,Do you think they two will get married?,question,verb_start
8_1_d1113.wav,But look at them! They've forgotten about the wet cement and they're walking across it to put up the notice!,inform,exclamation
0_0_d1701.wav,Do you often do exercise?,question,verb_start
8_1_d1366.wav,Sounds like you'll be able to help me a lot.,commissive,verb_start
5_1_d1984.wav,I don’t know. How about you? are you staying here or somewhere?,question,question
3_0_d1561.wav,Really? Ugh... Is there any difference?,question,question
4_0_d2019.wav,What store do you shop at?,question,question
13_1_d204.wav,If you wait a minute I can go with you.,directive,statement
3_1_d1885.wav,Yes. And come here for tourism.,inform,statement
0_0_d1776.wav,How much did you pay for the TV?,question,question
8_0_d29.wav,Guess!,inform,verb_start
11_1_d1866.wav,"Well, that does sound nice. Have they moved in yet?",question,question
4_0_d1609.wav,So what do you think of the American fast food culture?,question,question
1_0_d2174.wav,So soon? Why don't you stay a little longer?,directive,question
5_1_d327.wav,Thank you so much!,inform,verb_start
6_1_d334.wav,"Fine, sir.",inform,statement
0_0_d352.wav,"Excuse me, I bought this sweater yesterday. But when I got home and tried it on, I found it’s too small.",inform,verb_start
6_1_d175.wav,Are there any parking lots for the tenants?,question,verb_start
3_1_d1276.wav,Is this one fit for you? It is nice.,directive,verb_start
0_1_d2364.wav,May I try this on?,directive,verb_start
3_0_d1302.wav,"Great. I forgot to ask you, though. How long did you want the place?",question,question
14_1_d811.wav,Let me think about it. What should I do? I think I will not give up.,inform,verb_start
3_1_d8.wav,What's the charge?,question,question
0_0_d1190.wav,What is that you have there?,question,question
0_0_d2152.wav,Is there any ticket left for tonight's concert?,question,verb_start
3_0_d935.wav,You mean the room thirteen-thirteen?,question,question
4_1_d2177.wav,Just because he gets on well with everybody?,question,question
0_0_d195.wav,Anything I can do for you?,question,question
5_0_d1965.wav,Not very expensive.,inform,statement
14_0_d1976.wav,"Have a good time. Next time you're free, give me a call and we'll go play poker.",inform,verb_start
1_1_d136.wav,What do you think of your present job?,question,question
12_1_d2059.wav,Six fifty Yuan! You must be kidding! I can subscribe for evening newspapers for ten years with that much!,inform,exclamation
8_0_d1421.wav,How do you like working in sales?,question,question
4_0_d945.wav,"Sugar, sugar, preservatives, fats, more sugar, more fat, more preservatives!",inform,exclamation
8_1_d1675.wav,I can't find it now.,commissive,statement
8_0_d986.wav,Maybe he is busy with his work. Just wait and try not to think about it too much!,inform,exclamation
3_1_d743.wav,I hear a noise and feel vibrations when step on the brake.,inform,statement
7_0_d528.wav,Do you know of anyone who needs a roommate?,question,verb_start
4_0_d1924.wav,Yes. I'm sure. You have the wrong number. I have used this number for more than twenty years.,inform,statement
15_1_d1809.wav,OK.,inform,statement
6_0_d2490.wav,"Last week, It said that he fell in love with Jenny at Mrs. White's party last Monday as soon as he saw her.",inform,statement
0_1_d1607.wav,Hey John. I have some great news.,inform,statement
5_1_d1761.wav,No problem. What about this carry-on?,question,question
8_1_d2498.wav,I scalded on the hot coffee a few days ago.,inform,statement
4_0_d1560.wav,"Well, that's too expensive. Umm, I can't afford that.",inform,statement
6_0_d2436.wav,I knew some day I would be able to profit from your love of fun!,inform,exclamation
2_0_d757.wav,What dose she look like?,question,question
3_1_d984.wav,No problem. This one is made of pure gold.,commissive,statement
1_0_d2351.wav,No! Umm my tour bus got a speeding ticket not ten minutes ago. Now my engine is on fire!,inform,exclamation
13_1_d1903.wav,"Hey, look outside! It's started to drizzle!",directive,exclamation
0_0_d1007.wav,Can I help you?,question,verb_start
3_1_d85.wav,"Let's walk around the lake first, shall we?",directive,verb_start
2_0_d1772.wav,Would you like to go to the top?,directive,verb_start
2_1_d2427.wav,I am on a diet. Do you have a vegetarian menu?,question,question
3_0_d924.wav,"Don't laugh at me, please. I'm serious. I've never been required to write this kind of report before, I only do the research reports.",inform,verb_start
1_0_d2397.wav,"Please take us to Harvard University. By the way, is it far from here?",question,question
5_1_d1946.wav,Hope we have good luck.,inform,verb_start
5_0_d2041.wav,"OK, wait one minute. I must remember where I left the keys.",directive,statement
4_1_d1957.wav,"Really? No, no, I couldn't! You're too nice!",commissive,exclamation
16_1_d934.wav,What do you want to do?,question,question
8_0_d1320.wav,I asked if you come here often.,inform,statement
13_0_d1928.wav,"Do it, please.",directive,verb_start
7_0_d840.wav,I like spring. The days are long and the night are short. The flowers are in bloom. We go on picnics.,inform,statement
1_1_d1243.wav,"Hi, Alex!",inform,exclamation
8_1_d1712.wav,Coming up immediately.,commissive,verb_start
10_1_d1156.wav,And a Roman really Ioves life. Everyone knows how to enjoy themselves.,inform,statement
0_1_d656.wav,This place is great. I'm surprised there are so many things here.,inform,statement
1_1_d964.wav,What are you waiting for? Rip‘em open!,question,exclamation
2_0_d855.wav,What about?,question,question
4_1_d209.wav,Are you sure?,question,verb_start
7_1_d1005.wav,It's fourty two dollars! That's expensive!,inform,exclamation
2_0_d1424.wav,I'm the hazardous one here. I made three people fall over!,inform,exclamation
11_0_d388.wav,Let's do it.,commissive,verb_start
4_0_d785.wav,Umm my plans are to be there April fourteenth to the seventeenth.,inform,verb_start
10_0_d460.wav,Bingo!,inform,exclamation
8_1_d1134.wav,Thank you very much,inform,verb_start
11_0_d545.wav,Could you tell me some of entrees about the dinner?,directive,verb_start
8_1_d1762.wav,But I want to burn up more calories!,inform,exclamation
0_1_d1989.wav,Can I help you?,question,verb_start
10_0_d2399.wav,Umm would you like an extra blanket?,directive,question
2_0_d1465.wav,Does that include the service charge?,question,verb_start
6_1_d270.wav,Smoking if possible.,inform,verb_start
3_1_d2211.wav,Of course not. There are so many people here today.,commissive,statement
1_0_d388.wav,What were you thinking?,question,question
3_0_d1239.wav,Yeah. Cold milk wakes me up.,inform,statement
4_0_d439.wav,What station do you work at?,question,question
5_1_d2023.wav,"Of course, sir. Will you need taxi?",directive,question
8_1_d656.wav,"That's great for me. Look, children's clothes! I'd like to buy some winter clothes for my son and daughter.",inform,statement
0_0_d189.wav,Taxi!,directive,exclamation
4_0_d1570.wav,"Nice to meet you, too.",inform,statement
13_0_d1582.wav,"I can pick you up at the gate of your company. Also, what type of food do you like?",question,question
10_0_d2261.wav,That's cheap.,inform,statement
0_0_d2514.wav,You didn't ring me last night. You said you would.,inform,statement
9_1_d1746.wav,"Yes, would you please tell her Sophie Martin called?",directive,question
0_1_d296.wav,Happy new year!,inform,exclamation
1_1_d2398.wav,I can’t sleep or eat. I have a really bad pain in my tooth!,inform,exclamation
1_0_d2492.wav,You're welcome. Did you have a good time on this vacation?,question,question
3_0_d1987.wav,"You did? Umm do tell me. I've spent all these months trying to learn something new about it, but I've made little progress!",directive,exclamation
4_0_d193.wav,Do you think the plane will leave without me?,question,verb_start
6_0_d454.wav,"Yeah, is your club different?",question,question
3_0_d1627.wav,"My name is B. How are you, Miss Kelly?",inform,question
1_1_d838.wav,What is it? It's eight in the morning.,directive,statement
2_1_d1212.wav,Have a seat over there. How are things going out in the office?,question,verb_start
8_0_d1285.wav,... Can you start next week?,directive,question
2_1_d1506.wav,I think John is the best player on the field.,inform,statement
7_1_d550.wav,"Ur, it stinks!",inform,exclamation
7_1_d1260.wav,Do you want to add some baby's breath for that? They are equally popular now.,directive,verb_start
4_1_d690.wav,"Yes, I would.",commissive,statement
14_1_d2218.wav,Cheers.,inform,statement
7_0_d1454.wav,"Um, let me see, romance, comedy. documentary, action, science fiction, animated and so on.",inform,statement
2_1_d1200.wav,Will you come with me and help me choose?,directive,verb_start
12_1_d1554.wav,"Mr. Rodgers, this is George. He will take care of your luggage. If there is anything I can do for you, please let me know.",directive,statement
8_1_d2390.wav,Don't worry. It's only ten to seven. You must have forgotten to set your watch back.,inform,verb_start
7_0_d1171.wav,"Don’t worry, madam. Umm I guess we should get there not later than one:thirty p.m.",inform,verb_start
8_1_d591.wav,Bye bye! Have a pleasant journey!,inform,exclamation
3_0_d505.wav,What other features are listed?,question,question
4_0_d1028.wav,Sorry. This is three two one - nine eight eight seven.,inform,statement
1_1_d575.wav,"Umm yes, they all stop at this corner.",inform,statement
4_1_d388.wav,Umm…. I want you to cut my hair shorter.,directive,statement
16_0_d2150.wav,"Sure, it's the ad circled with a red pen in the middle of the classifieds. Good luck!",inform,exclamation
12_1_d566.wav,At least we agree on that. Let's go and get a drink.,directive,statement
10_1_d953.wav,"Do you need anything else, sir?",question,verb_start
6_0_d1401.wav,"Thanks a lot. By the way, do you make the deliveries?",question,question
2_1_d1157.wav,So I can say now that you must have enjoyed the opera. Which scene is your favorite?,question,question
17_0_d1024.wav,Bye!,inform,exclamation
3_1_d194.wav,"If I have high blood pressure, it is news to me.",inform,statement
0_1_d287.wav,"Can I help you, sir?",question,verb_start
6_1_d936.wav,"See you later! ( after a while ) Good afternoon, Mr. Smith. I called you just now.",inform,verb_start
6_1_d1484.wav,My boss has been breathing down my neck all day. I can't wait for the weekend!,inform,exclamation
0_1_d781.wav,I like Chinese food.,inform,statement
14_1_d2111.wav,"Much better than the last one, huh?",question,question
1_1_d1854.wav,Where was it from?,question,question
10_1_d2210.wav,"The price varies according to the seats. Three hundred for the front, two hundred for the middle, and fifty for the back. Which kind would you like?",question,question
7_0_d1675.wav,"So, show me the note please.",directive,statement
2_1_d1744.wav,"Are the snack foods in that area, too?",question,verb_start
3_0_d2315.wav,"Well, You'd better get some more warm clothes.",directive,statement
0_0_d1336.wav,Do you have shoes here?,question,verb_start
0_1_d797.wav,"Hello. What can I do for you, sir?",question,question
4_1_d760.wav,"May I have your name, please?",directive,verb_start
6_1_d1378.wav,"Oh, come on, Gordon, it's the afternoon now. Why were you really late?",question,question
2_1_d114.wav,"All right, sir. Would you lie back so that I can shave you?",directive,question
5_1_d790.wav,There are so many places around. Take a look at the advertisement.,inform,statement
6_0_d1309.wav,She's going to be so happy. Let me have one.,directive,statement
4_0_d2054.wav,Say I've got two tickets for the concert this evening. Would you like to come with me?,directive,verb_start
3_0_d186.wav,"Yes, I’m also going to watch the triple jump and the high jump.",inform,statement
4_0_d2421.wav,Umm how about this one? It's graceful in style.,directive,verb_start
7_1_d1176.wav,I just let it go and continued dating with my Korean boyfriend. But finally we broke up.,inform,statement
6_1_d885.wav,Be careful. You can't smoke here.,directive,verb_start
7_0_d453.wav,Here you are.,inform,statement
9_0_d2308.wav,About twenty to thirty minutes.,inform,statement
1_1_d2200.wav,Yes. When is the next train to New York City?,inform,question
5_1_d300.wav,How much do you charge?,question,question
7_1_d861.wav,Thank you so much. You are so sweet.,inform,verb_start
7_0_d868.wav,Hey. Let's trade places one weekend!,directive,exclamation
0_1_d2270.wav,Can you speak Japanese?,question,verb_start
2_1_d1250.wav,"Yes, I think he's the most relaxing person in management.",inform,statement
6_0_d2145.wav,You are welcome!,commissive,exclamation
3_0_d1688.wav,"Umm, but i can see you dance wonderfully well.",inform,statement
4_0_d1555.wav,Come on. I know Li Lin is there. Let me talk to her.,directive,verb_start
2_0_d2335.wav,Do you want it with everything?,question,verb_start
6_0_d2.wav,Is that Mr. Edna Kent?,question,verb_start
2_1_d531.wav,"I'm not sure. Umm, it could be the tires. Let's stop here.",inform,statement
6_1_d1368.wav,What do you mean?,question,question
4_0_d504.wav,"I do, that’s why you should appreciate this gift!",inform,exclamation
7_1_d1754.wav,"Take it easy, Jim. You really don't hate me. do you?",question,verb_start
3_0_d832.wav,Sure. Will you be long?,question,question
7_0_d2377.wav,Is she fine now?,question,verb_start
16_1_d1452.wav,"Well, let me know when you can get it fixed. I’d love to go for a ride in it!",inform,exclamation
6_1_d2477.wav,Is there a receipt?,question,verb_start
6_0_d605.wav,I didn't really have to figure it out. I just followed the instructions!,inform,exclamation
2_0_d1079.wav,You're kidding! You've always hated cooking!,inform,exclamation
4_0_d2440.wav,"It's exciting news! If we find a second solar system, we might find a second earth!",inform,exclamation
7_1_d754.wav,How much do I owe?,question,question
0_1_d2325.wav,"Umm, Waiter!",directive,exclamation
6_0_d2388.wav,"That’s without a doubt, the best idea you’ve had! Let’s do it!",commissive,exclamation
3_0_d584.wav,Wait. We have to return to our homeroom and wait to be dismissed.,inform,verb_start
1_0_d172.wav,"Yes, bring me a bottle of wine and filet steak.",commissive,statement
2_0_d1796.wav,Will you have it later?,question,verb_start
8_0_d899.wav,"Well, then. Let me put on my thinking cap for a moment.",directive,statement
1_0_d760.wav,Thank you.,inform,verb_start
7_0_d1925.wav,"Say, kid, keep on practicing, you're sure to be a first-class swimmer.",inform,verb_start
3_1_d2350.wav,"OK, I’ll ask my plumber to come by and fix it today. What else?",question,question
5_1_d312.wav,"I'm pulling your leg, Paul. I'm a shopping queen, remember? So of course I know what a garage sale is all about!",inform,exclamation
12_0_d1730.wav,Here is a free class going on right over there. Go and join them.,inform,statement
10_1_d2401.wav,"As for the regular customers, we have some favorable terms for them.",inform,statement
1_0_d1391.wav,I’m glad you like them. Happy birthday!,inform,exclamation
2_0_d2343.wav,Can I get the ticket here?,directive,verb_start
5_1_d2197.wav,Do you still remember the small restaurant at the corner of the street?,question,verb_start
9_0_d787.wav,Umm why not?,question,verb_start
3_1_d1194.wav,"Very well. Why do you want to disconnect your phone, sir?",question,question
9_1_d1384.wav,"Thank you for your help, doctor.",commissive,verb_start
5_0_d2129.wav,What function does this watch have?,question,question
17_0_d559.wav,It sounds like you just need to be more careful.,directive,statement
11_0_d528.wav,I can sign a contract up to a year. I don’t know where I’ll be after that.,inform,statement
10_0_d1280.wav,Everything I need is in this box?,question,question
14_0_d1474.wav,"OK, then you need a deck with a guardrail.",inform,statement
7_0_d1306.wav,Here's your ticket and change.,commissive,statement
12_1_d516.wav,Have you got the number there?,question,verb_start
13_0_d1685.wav,You bet it!,inform,exclamation
12_1_d274.wav,How do you handle your conflict with your colleagues in your work?,question,question
12_1_d1002.wav,I bet it's expensive.,inform,statement
3_1_d326.wav,Take the magazines out of the bookcase. Put them in that box.,directive,verb_start
10_1_d2081.wav,"OK. How about some spring rolls and squid balls, some pork skins, and some beer!",inform,exclamation
5_1_d1445.wav,"Sorry, not tonight!",commissive,exclamation
14_0_d2384.wav,That's exactly what the visa officers want to hear. Do you have enough money for tuition and room and board?,question,question
3_1_d2324.wav,You big scrooge!,commissive,exclamation
9_0_d1366.wav,Don't worry. Everything will go well. I promise!,inform,verb_start
4_0_d59.wav,Can I read it when you're finished?,directive,verb_start
5_1_d1768.wav,When will your vacation end?,question,question
0_0_d2508.wav,My stomach's growling again!,inform,exclamation
2_0_d1036.wav,"Are you from Italy, Christina?",question,verb_start
5_0_d1186.wav,"Yes, that's all.",inform,statement
11_0_d1795.wav,Thank you.,inform,verb_start
2_0_d1920.wav,Wow! Is it a good car?,question,question
1_0_d254.wav,"I do. Why, do you want me to change the channel?",question,question
8_1_d544.wav,"By the way, how do you like to pay for it? This hotel prefers cash.",directive,statement
5_0_d1032.wav,I apologize for their tardiness.,inform,statement
16_0_d2508.wav,"Let's change the stomach, I mean, the subject. How about some food?",directive,verb_start
1_0_d1742.wav,"Umm yes, I'd like a medium pizza with pepperoni, olives, and extra cheese.",directive,statement
5_1_d1766.wav,Can you direct the place for me?,directive,verb_start
3_0_d1774.wav,Can we have the bill now?,question,verb_start
0_0_d2019.wav,What are you doing tonight?,question,question
1_0_d1916.wav,"Hi, I am just looking.",inform,statement
4_0_d2047.wav,"Yes, fine.",inform,statement
3_1_d1633.wav,"Sorry, you can only pay cash.",commissive,statement
12_1_d1197.wav,I've always been into it. Have you always liked classical music?,question,question
6_1_d1395.wav,"Sure thing, Johnny. Watch out for dishpan hands there, kid!",inform,exclamation
0_0_d1500.wav,Will you be joining Billy and I at the bar?,directive,verb_start
1_0_d907.wav,"Thank you, miss. Will dinner be served on the plane?",question,verb_start
2_0_d1045.wav,Almost a week.,inform,statement
6_0_d991.wav,A receipt?,question,question
0_1_d836.wav,What can I do for you?,question,question
13_0_d1462.wav,"See you at seven fifteen, Saturday.",inform,verb_start
3_1_d734.wav,Not only that!,inform,exclamation
0_1_d322.wav,"Good morning, sir. May I help you?",question,question
0_0_d799.wav,Dear Anna. I really love you.,inform,statement
3_1_d1260.wav,How much did you want to spend?,question,question
7_0_d2516.wav,Call us as soon as you get home.,inform,verb_start
6_1_d1647.wav,Umm….What about cocktail?,directive,question
6_0_d1027.wav,OK. Good. I want two side by side tickets in the Economy cabinet. Thank you.,inform,statement
2_1_d236.wav,Don't you know? Tomorrow is Father's Day.,question,verb_start
4_0_d682.wav,"You don't. Next time, if you have any questions about visas, you should try to find out before you get to the airport.",inform,statement
7_1_d188.wav,Do you have any cheaper ones?,question,verb_start
5_1_d412.wav,"Number thirteen buses run much more frequently, don't they?",question,question
3_0_d101.wav,Is there anything valuable in it?,question,verb_start
13_0_d2351.wav,What kind of deal?,question,question
0_1_d383.wav,My accounts go where I go. Vince knows that.,inform,statement
4_1_d2467.wav,"It's boring, right?",question,question
3_0_d1238.wav,"Oh, then it's my honor to be here with you. I can see now why you've been so curious about the bar. You like this place?",question,question
7_1_d137.wav,"Of course I forgive you. What are friends for? Now, what am I going to do for that other guy?",question,question
13_1_d1386.wav,Good. I'm a regular customer here. I am glad you can make an exception for me.,inform,statement
7_0_d2149.wav,You can try a low-impact workout schedule. Why don't you go to a gym?,question,question
1_1_d69.wav,"Mark, this is Lucy.",inform,statement
5_0_d2012.wav,"Come with me, please.",commissive,verb_start
6_1_d1184.wav,That'll be for you to decide. Umm I've got a new dish that I want to try out on you.,inform,statement
1_1_d971.wav,In three months or so?,inform,question
2_1_d1113.wav,Try to be more careful in the future.,inform,verb_start
7_0_d168.wav,"Great and white! Which reminds me, let's pick up some heavy duty sunscreen!",directive,exclamation
2_1_d48.wav,"Let me guess, from Sarah. It looks like something she would drive.",inform,verb_start
0_1_d2193.wav,I heard you were promoted to general manager of IBM’s China Head quarters.,inform,statement
12_0_d711.wav,Its durability will be a big surprise to you.,inform,statement
6_0_d792.wav,And about time too!,inform,exclamation
0_1_d334.wav,May I recommend you Tsingtao beer?,directive,verb_start
5_0_d596.wav,Thank you very much. Your food will be ready soon.,commissive,verb_start
4_0_d635.wav,Good! Where is it?,question,question
2_0_d753.wav,I'm knee-deep in cockroaches!,inform,exclamation
2_0_d2307.wav,Peak periods always entail hours of queuing. At least you got a nice tan though!,inform,exclamation
15_0_d2393.wav,Thank you. Good-bye.,inform,verb_start
3_0_d1935.wav,"I'd just like a trim, and don't cut it too short.",inform,statement
5_1_d1080.wav,They really smell fragrant. How much is a real sandalwood fan?,question,question
0_0_d601.wav,There will be a party in my company ; what shall I wear?,question,question
3_0_d1304.wav,Umm I'm in between jobs at the moment.,inform,statement
3_1_d1702.wav,Are you in a hurry?,question,verb_start
2_1_d2348.wav,"Actually, yes. Could you show me how to use my key card?",question,question
1_1_d1275.wav,Cheer!,inform,exclamation
2_1_d1493.wav,Do you have an appointment?,question,verb_start
1_0_d1273.wav,What's the matter?,question,question
8_1_d511.wav,I see. And what kind of feeling do you want to create for your kitchen?,question,question
6_0_d715.wav,Right. Cool! Let's go!,directive,exclamation
10_1_d768.wav,Thank you.,inform,verb_start
2_1_d1163.wav,Umm I think I should go. I really need to lose some weight.,inform,statement
10_0_d807.wav,"Yes, it is. This perfume just arrived yesterday, and it's the latest products of Chanel.",inform,statement
4_0_d1972.wav,How much is it going to cost?,question,question
1_1_d977.wav,"At least, it is better than my boxed lunch at work. I'm so fed up with the bland food. Thank you for having lunch with me!",inform,exclamation
5_0_d457.wav,Ze ze ze... Women!,inform,exclamation
3_1_d2508.wav,"You want to be beautiful, don't you? Think about the butter and flour in...",question,statement
2_1_d1008.wav,"No, where are the cotton cloths?",question,question
4_0_d845.wav,"What kind of potatoes would like to go with that, mushed, boiled, or baked?",question,question
3_1_d1868.wav,Can you take the stain off?,directive,verb_start
0_0_d1335.wav,"Would you check the engine, please? It is knocking.",directive,verb_start
2_0_d326.wav,"Well, the books are in the box. What can I do now?",question,question
6_0_d52.wav,"It works if you keep at it. Come on, let's go!",directive,exclamation
5_1_d1666.wav,"Yes, thanks. By the way, what time do I have to start check-in?",question,question
5_0_d411.wav,Thank you. Umm could I have something cold to drink?,directive,verb_start
1_1_d663.wav,Of course. What would you like?,directive,question
12_0_d2282.wav,"Girl, this sure doesn't help us much. It could be anybody. How about his cloth? What was he wearing?",question,question
8_0_d7.wav,Bye.,inform,statement
0_1_d1308.wav,Could you show me the T-shirt on the model?,directive,verb_start
0_1_d445.wav,Is there a sofa in the living room?,question,verb_start
6_0_d42.wav,Would you like me to give you a lift?,directive,verb_start
7_0_d1057.wav,It’s that really necessary?,question,question
0_0_d1329.wav,There are so many people that the tickets are all sold out!,inform,exclamation
6_1_d887.wav,"Sorry, Mr. Polly.",inform,statement
8_1_d882.wav,Why did you attack the victim?,question,question
0_1_d1688.wav,Shall we dance?,directive,verb_start
9_0_d1273.wav,Sorry. I'm afraid you couldn't.,commissive,statement
8_0_d2454.wav,Does it bother you when you eat something really sweet?,question,verb_start
7_1_d2144.wav,Health insurance company and policy number?,question,question
8_0_d889.wav,"Yes, I have good working conditions and I would require a salary at least fifteen thousand dollars a year.",inform,statement
3_1_d392.wav,"No reservation? Well, then, do you have any rooms available?",directive,question
2_0_d532.wav,"Could you hold my umbrella when I get my keys out, please?",directive,verb_start
5_0_d57.wav,Learn a lot? Really?,question,verb_start
0_0_d1285.wav,"Can you type, Jane?",question,verb_start
2_1_d142.wav,Can you tell me where the taxi stand is?,directive,verb_start
14_1_d1166.wav,About six.,inform,statement
4_1_d847.wav,"At the beginning of the month. Besides, you should pay me thousand dollars as deposit.",inform,statement
6_1_d37.wav,It's pretty. Can I try it on?,directive,question
6_1_d1211.wav,"Look at him, he's buff.",inform,verb_start
12_1_d1928.wav,"Sorry, but do not worry. I think I can fix it. Just cut a little more off the temple.",inform,statement
2_0_d1766.wav,Can I see your ticket?,directive,verb_start
2_0_d343.wav,"Oh, dear. Did you lose a lot of money?",question,question
4_0_d2070.wav,I've seen at least nine different cockroaches in my room.,inform,statement
6_1_d1299.wav,Umm….How do you think about her?,question,question
6_0_d2340.wav,"How about pizza or maybe some fried chicken! Better yet, let's order some hot dogs!",directive,exclamation
2_1_d1100.wav,We met them in Bermuda last May.,inform,statement
6_0_d734.wav,What? You did that?,question,question
8_0_d1821.wav,Sort of. I played golf on my computer!,inform,exclamation
2_1_d2199.wav,What are you returning?,question,question
1_1_d707.wav,"No, but this is an emergency! Please!",inform,exclamation
4_0_d1979.wav,I just cann't believe my ears!,inform,exclamation
10_0_d64.wav,How often do you exercise?,question,question
9_0_d1428.wav,"No, a Number. fifty will take you right there.",inform,statement
3_0_d1928.wav,"Are you kidding me? Even the girls know Peckham. Whatever, I have a picture of him here.",question,verb_start
5_0_d2154.wav,Umm they are two cameras.,inform,statement
7_1_d264.wav,You are very welcome.,inform,statement
9_1_d738.wav,OK. Do you have your ID card on you?,question,question
6_1_d383.wav,So do I.,inform,statement
1_1_d257.wav,Yes. I’ve been getting harassing calls recently. Can I have my phone number changed?,question,question
10_1_d414.wav,Shall we bring our own bottle of wine to save some money?,directive,verb_start
1_0_d936.wav,"Umm it's a big bedroom with a drawing room, facing a beautiful wood.",commissive,statement
15_0_d1737.wav,Don’t you think she looks like your daughter?,question,verb_start
6_0_d2022.wav,Remember the garden party they gave when we were in England?,question,verb_start
6_0_d1584.wav,"Yes, sure. Have a sweet dream!",commissive,exclamation
1_0_d1281.wav,OK! What kind of account do you want to open?,question,question
3_1_d606.wav,"Oh, he's really reserved, normally. But, from what I hear, he's got lots of problems.",inform,statement
1_0_d823.wav,What happened to you? You look like you got hit by a tornado!,question,exclamation
3_1_d350.wav,"Thank you. Do you have a credit card, Mr. Sandals?",question,verb_start
2_0_d1914.wav,May I have a magazine or a newspaper please?,directive,verb_start
3_1_d620.wav,"Oh, now I understand! So, you've already used up all your amenities?",question,question
1_0_d868.wav,I live in an apartment downtown.,inform,statement
9_0_d1518.wav,Thank you.,inform,verb_start
0_0_d146.wav,"Welcome to our company, My name is Jon Dahl Green. I'm in charge of the export department. Let me give you my business card.",inform,verb_start
6_1_d152.wav,Yes - four o'clock in the morning.,inform,statement
8_1_d75.wav,Is your wife with you?,question,verb_start
6_1_d970.wav,Are you busy now?,question,verb_start
1_1_d1999.wav,Tomorrow?,question,question
2_0_d1907.wav,Will you give me your camera? We have to confiscate your film.,directive,verb_start
7_0_d517.wav,"It seems too small for me, haven't you got any larger ones?",question,question
7_0_d1551.wav,"Yeah, why not. Do you have all the ingredients?",question,question
7_1_d1822.wav,Wow! It's just what I wanted!,commissive,exclamation
2_1_d1735.wav,Where did you learn it?,question,question
2_0_d535.wav,Do you think the rain is going to let up soon?,question,verb_start
1_1_d2056.wav,I would need to check on that. Where is the fundraiser?,question,question
7_0_d1164.wav,Do you like watching football matches?,question,verb_start
0_0_d138.wav,What do you need?,question,question
0_0_d137.wav,You didn't show up to my performance last night! Some kind of friend you are!,inform,exclamation
3_0_d287.wav,"Actually, I don't know exactly. Umm do you have anything recommended?",question,question
1_1_d1555.wav,I beg your pardon? Miss who?,question,question
0_0_d1514.wav,"Excuse me, miss. Could I have something to drink, please?",directive,verb_start
8_0_d1038.wav,Really?,question,question
2_1_d2025.wav,"Hi, Basil.",inform,statement
9_1_d663.wav,Your meal will be delivered as soon as it's all ready. Enjoy!,commissive,exclamation
6_0_d831.wav,What do I do here?,question,question
7_1_d807.wav,Can I open it?,directive,verb_start
7_0_d1012.wav,Are you aware of the aspects of this position and do you feel you are qualified?,question,verb_start
1_1_d232.wav,"I'd like to make a person-to-person call to Beijing, China. The number is two one three five three six seven eight. I want to speak to Mr. Zhang.",directive,statement
3_0_d2091.wav,Where’s the tea?,question,question
10_1_d1987.wav,It does. I've learned some Chinese folk songs this way. They are clearly presented and easy to follow.,inform,statement
0_0_d1492.wav,Do you have a wine list?,question,verb_start
1_1_d1445.wav,"It looks like you have to buy tickets for us, Jason. And we're not going to see an action movie!",inform,exclamation
3_1_d1035.wav,Bring us a bottle of Remy Martini and red wine.,directive,verb_start
8_0_d2463.wav,That's a good idea!,commissive,exclamation
0_1_d2292.wav,Is there anything I can do for you?,directive,verb_start
1_1_d2109.wav,Hello. I'm having a problem with my air conditioner.,inform,statement
0_1_d1172.wav,"Say, how about having Chinese food for a change?",directive,verb_start
8_0_d4.wav,How do you protect yourself from chapped lips?,question,question
3_0_d334.wav,Really?,question,question
2_0_d1836.wav,What are you talking about?! He’s passed every drug test he’s taken!,inform,exclamation
8_1_d918.wav,"Sure, Mr. Anderson, please come along with me.",commissive,statement
6_0_d498.wav,Nothing of that sort!,inform,exclamation
6_0_d333.wav,"Now, we are out of the town, you can drive freely!",directive,exclamation
6_1_d1831.wav,You'd better spell that!,directive,exclamation
5_0_d1444.wav,"Two hundred thousand yuan. By the way, what about the interest rate?",question,question
13_1_d378.wav,I was pretty sad. i still hope that she'll return some day!,inform,exclamation
3_0_d1758.wav,"Umm, I don't know. She always said I didn't love her, but I did.",inform,statement
8_1_d1197.wav,I like pop music. Do you?,question,question
3_1_d1942.wav,"Yes, sir. Your shirts will be ready by Thursday morning. Anything else?",question,question
8_1_d34.wav,"Umm…. This is designed to exclude them from domestic market, isn't it?",question,question
2_1_d2213.wav,"Uh, sure. Which kind of gas do you want?",question,question
